N
N	51.9018
N	51.9018	-8.4582
N	51.9018	-8.4582	D579
N	51.9018	-8.4582	D579	09 Oct 2023
N	51.9018	-8.4582	D579	09 Oct 2023	D579\nCork to Midleton\nExpected Departure 21:15
N	51.9018	-8.4582	D579	09 Oct 2023	D579\nCork to Midleton\nExpected Departure 21:15	To Midleton
N
N	52.8386
N	52.8386	-8.97491
N	52.8386	-8.97491	A479
N	52.8386	-8.97491	A479	09 Oct 2023
N	52.8386	-8.97491	A479	09 Oct 2023	A479\nEnnis to Limerick\nExpected Departure 21:10
N	52.8386	-8.97491	A479	09 Oct 2023	A479\nEnnis to Limerick\nExpected Departure 21:10	To Limerick
N
N	53.4509
N	53.4509	-6.15649
N	53.4509	-6.15649	E260
N	53.4509	-6.15649	E260	09 Oct 2023
N	53.4509	-6.15649	E260	09 Oct 2023	E260\nMalahide to Bray\nExpected Departure 21:15
N	53.4509	-6.15649	E260	09 Oct 2023	E260\nMalahide to Bray\nExpected Departure 21:15	Southbound
N
N	53.828
N	53.828	-9.19296
N	53.828	-9.19296	A874
N	53.828	-9.19296	A874	09 Oct 2023
N	53.828	-9.19296	A874	09 Oct 2023	A874\nManulla Junction to Ballina\nExpected Departure 21:05
N	53.828	-9.19296	A874	09 Oct 2023	A874\nManulla Junction to Ballina\nExpected Departure 21:05	To Ballina
R
R	0
R	0	0
R	0	0	A315
R	0	0	A315	09 Oct 2023
R	0	0	A315	09 Oct 2023	A315\n19:05 - Tralee to Cork (0 mins late)\nDeparted Killarney Junction next stop Cork
R	0	0	A315	09 Oct 2023	A315\n19:05 - Tralee to Cork (0 mins late)\nDeparted Killarney Junction next stop Cork	To Cork
R
R	0
R	0	0
R	0	0	A808
R	0	0	A808	09 Oct 2023
R	0	0	A808	09 Oct 2023	A808\n18:15 - Dublin Heuston to Westport (17 mins late)\nDeparted Athlone Midland Yard next stop Roscommon
R	0	0	A808	09 Oct 2023	A808\n18:15 - Dublin Heuston to Westport (17 mins late)\nDeparted Athlone Midland Yard next stop Roscommon	To Westport
R
R	0
R	0	0
R	0	0	D224
R	0	0	D224	09 Oct 2023
R	0	0	D224	09 Oct 2023	D224\n21:05 - Dublin Heuston to Portlaoise (2 mins late)\nDeparted Inchicore Advance Starter next stop Park West and Cherry Orchard
R	0	0	D224	09 Oct 2023	D224\n21:05 - Dublin Heuston to Portlaoise (2 mins late)\nDeparted Inchicore Advance Starter next stop Park West and Cherry Orchard	To Portlaoise
R
R	52.1396
R	52.1396	-8.65521
R	52.1396	-8.65521	A231
R	52.1396	-8.65521	A231	09 Oct 2023
R	52.1396	-8.65521	A231	09 Oct 2023	A231\n20:25 - Cork to Dublin Heuston (2 mins late)\nArrived Mallow next stop Charleville
R	52.1396	-8.65521	A231	09 Oct 2023	A231\n20:25 - Cork to Dublin Heuston (2 mins late)\nArrived Mallow next stop Charleville	To Dublin Heuston
R
R	52.3468
R	52.3468	-8.65362
R	52.3468	-8.65362	A226
R	52.3468	-8.65362	A226	09 Oct 2023
R	52.3468	-8.65362	A226	09 Oct 2023	A226\n19:00 - Dublin Heuston to Cork (8 mins late)\nArrived Charleville next stop Mallow
R	52.3468	-8.65362	A226	09 Oct 2023	A226\n19:00 - Dublin Heuston to Cork (8 mins late)\nArrived Charleville next stop Mallow	To Cork
R
R	52.5828
R	52.5828	-8.38682
R	52.5828	-8.38682	A449
R	52.5828	-8.38682	A449	09 Oct 2023
R	52.5828	-8.38682	A449	09 Oct 2023	A449\n20:55 - Limerick to Limerick Junction (-2 mins late)\nArrived Drumkeen next stop Limerick Junction
R	52.5828	-8.38682	A449	09 Oct 2023	A449\n20:55 - Limerick to Limerick Junction (-2 mins late)\nArrived Drumkeen next stop Limerick Junction	To Limerick Junction
R
R	52.6404
R	52.6404	-8.52719
R	52.6404	-8.52719	A478
R	52.6404	-8.52719	A478	09 Oct 2023
R	52.6404	-8.52719	A478	09 Oct 2023	A478\n19:38 - Limerick Junction to Ennis (18 mins late)\nDeparted Killonan next stop Limerick
R	52.6404	-8.52719	A478	09 Oct 2023	A478\n19:38 - Limerick Junction to Ennis (18 mins late)\nDeparted Killonan next stop Limerick	To Ennis
R
R	52.8489
R	52.8489	-7.7174
R	52.8489	-7.7174	A229
R	52.8489	-7.7174	A229	09 Oct 2023
R	52.8489	-7.7174	A229	09 Oct 2023	A229\n19:25 - Cork to Dublin Heuston (16 mins late)\nDeparted Lisduff next stop Portlaoise
R	52.8489	-7.7174	A229	09 Oct 2023	A229\n19:25 - Cork to Dublin Heuston (16 mins late)\nDeparted Lisduff next stop Portlaoise	To Dublin Heuston
R
R	53.1442
R	53.1442	-6.06085
R	53.1442	-6.06085	A612
R	53.1442	-6.06085	A612	09 Oct 2023
R	53.1442	-6.06085	A612	09 Oct 2023	A612\n18:35 - Dublin Connolly to Wexford (9 mins late)\nDeparted Greystones next stop Kilcoole
R	53.1442	-6.06085	A612	09 Oct 2023	A612\n18:35 - Dublin Connolly to Wexford (9 mins late)\nDeparted Greystones next stop Kilcoole	Southbound
R
R	53.1442
R	53.1442	-6.06085
R	53.1442	-6.06085	A614
R	53.1442	-6.06085	A614	09 Oct 2023
R	53.1442	-6.06085	A614	09 Oct 2023	A614\n20:05 - Dublin Connolly to Gorey (5 mins late)\nDeparted Greystones next stop Kilcoole
R	53.1442	-6.06085	A614	09 Oct 2023	A614\n20:05 - Dublin Connolly to Gorey (5 mins late)\nDeparted Greystones next stop Kilcoole	Southbound
R
R	53.1442
R	53.1442	-6.06085
R	53.1442	-6.06085	E845
R	53.1442	-6.06085	E845	09 Oct 2023
R	53.1442	-6.06085	E845	09 Oct 2023	E845\n21:04 - Greystones to Malahide (5 mins late)\nDeparted Greystones next stop Bray
R	53.1442	-6.06085	E845	09 Oct 2023	E845\n21:04 - Greystones to Malahide (5 mins late)\nDeparted Greystones next stop Bray	Northbound
R
R	53.1454
R	53.1454	-7.06361
R	53.1454	-7.06361	A811
R	53.1454	-7.06361	A811	09 Oct 2023
R	53.1454	-7.06361	A811	09 Oct 2023	A811\n18:20 - Westport to Dublin Heuston (14 mins late)\nDeparted Monasterevin next stop Dublin Heuston
R	53.1454	-7.06361	A811	09 Oct 2023	A811\n18:20 - Westport to Dublin Heuston (14 mins late)\nDeparted Monasterevin next stop Dublin Heuston	To Dublin Heuston
R
R	53.1545
R	53.1545	-6.96542
R	53.1545	-6.96542	A516
R	53.1545	-6.96542	A516	09 Oct 2023
R	53.1545	-6.96542	A516	09 Oct 2023	A516\n20:15 - Dublin Heuston to Carlow (2 mins late)\nDeparted Cherryville Junction next stop Athy
R	53.1545	-6.96542	A516	09 Oct 2023	A516\n20:15 - Dublin Heuston to Carlow (2 mins late)\nDeparted Cherryville Junction next stop Athy	To Carlow
R
R	53.2469
R	53.2469	-6.66386
R	53.2469	-6.66386	P226
R	53.2469	-6.66386	P226	09 Oct 2023
R	53.2469	-6.66386	P226	09 Oct 2023	P226\n20:33 - Portlaoise to Dublin Heuston (0 mins late)\nDeparted Sallins next stop Hazelhatch
R	53.2469	-6.66386	P226	09 Oct 2023	P226\n20:33 - Portlaoise to Dublin Heuston (0 mins late)\nDeparted Sallins next stop Hazelhatch	To Dublin Heuston
R
R	53.2557
R	53.2557	-6.11317
R	53.2557	-6.11317	E129
R	53.2557	-6.11317	E129	09 Oct 2023
R	53.2557	-6.11317	E129	09 Oct 2023	E129\n20:00 - Howth to Greystones (6 mins late)\nArrived Killiney next stop Shankill
R	53.2557	-6.11317	E129	09 Oct 2023	E129\n20:00 - Howth to Greystones (6 mins late)\nArrived Killiney next stop Shankill	Southbound
R
R	53.2704
R	53.2704	-7.49985
R	53.2704	-7.49985	A719
R	53.2704	-7.49985	A719	09 Oct 2023
R	53.2704	-7.49985	A719	09 Oct 2023	A719\n19:20 - Galway to Dublin Heuston (11 mins late)\nDeparted Tullamore next stop Portarlington
R	53.2704	-7.49985	A719	09 Oct 2023	A719\n19:20 - Galway to Dublin Heuston (11 mins late)\nDeparted Tullamore next stop Portarlington	To Dublin Heuston
R
R	53.2756
R	53.2756	-6.10333
R	53.2756	-6.10333	E946
R	53.2756	-6.10333	E946	09 Oct 2023
R	53.2756	-6.10333	E946	09 Oct 2023	E946\n21:00 - Bray to Howth (0 mins late)\nDeparted Dalkey next stop Glenageary
R	53.2756	-6.10333	E946	09 Oct 2023	E946\n21:00 - Bray to Howth (0 mins late)\nDeparted Dalkey next stop Glenageary	Northbound
R
R	53.2878
R	53.2878	-6.12712
R	53.2878	-6.12712	E258
R	53.2878	-6.12712	E258	09 Oct 2023
R	53.2878	-6.12712	E258	09 Oct 2023	E258\n20:15 - Malahide to Bray (1 mins late)\nArrived Sandycove next stop Glenageary
R	53.2878	-6.12712	E258	09 Oct 2023	E258\n20:15 - Malahide to Bray (1 mins late)\nArrived Sandycove next stop Glenageary	Southbound
R
R	53.3027
R	53.3027	-6.17833
R	53.3027	-6.17833	E844
R	53.3027	-6.17833	E844	09 Oct 2023
R	53.3027	-6.17833	E844	09 Oct 2023	E844\n20:34 - Greystones to Malahide (2 mins late)\nArrived Blackrock next stop Booterstown
R	53.3027	-6.17833	E844	09 Oct 2023	E844\n20:34 - Greystones to Malahide (2 mins late)\nArrived Blackrock next stop Booterstown	Northbound
R
R	53.3206
R	53.3206	-6.21112
R	53.3206	-6.21112	E130
R	53.3206	-6.21112	E130	09 Oct 2023
R	53.3206	-6.21112	E130	09 Oct 2023	E130\n20:30 - Howth to Greystones (1 mins late)\nArrived Sydney Parade next stop Booterstown
R	53.3206	-6.21112	E130	09 Oct 2023	E130\n20:30 - Howth to Greystones (1 mins late)\nArrived Sydney Parade next stop Booterstown	Southbound
R
R	53.334
R	53.334	-6.37868
R	53.334	-6.37868	A227
R	53.334	-6.37868	A227	09 Oct 2023
R	53.334	-6.37868	A227	09 Oct 2023	A227\n18:25 - Cork to Dublin Heuston (3 mins late)\nDeparted Park West and Cherry Orchard next stop Dublin Heuston
R	53.334	-6.37868	A227	09 Oct 2023	A227\n18:25 - Cork to Dublin Heuston (3 mins late)\nDeparted Park West and Cherry Orchard next stop Dublin Heuston	To Dublin Heuston
R
R	53.3345
R	53.3345	-6.43038
